date,time,millis,ax,ay,az,rollrate,pitchrate,yawrate,roll,pitch,yaw,speed,course,latitude,longitude,altitude,pdop,hdop,vdop,epe,fix,satellites_view,satellites_used,temp
260314,123916100,1395837555819.962,1.765,0.2745,-9.2274,-0.9043,-1.3913,-5.0086,-3.7397,7.5916,-26.7192,15.44,18.98,51.041895,13.796002,124.28,4.69,3.05,3.56,3.18,3,6,5,43.73
260314,123916100,1395837555835.701,1.9219,0.5295,-9.2078,-0.9043,-7.2347,-4.6608,-3.7946,7.6887,-26.7551,15.44,18.98,51.041895,13.796002,124.28,4.69,3.05,3.56,3.18,3,6,5,43.73
260314,123916100,1395837555851.232,1.5101,0.353,-9.9923,-0.8347,-3.2,-4.8695,-3.7331,7.5867,-26.7725,15.44,18.98,51.041895,13.796002,124.28,4.69,3.05,3.56,3.18,3,6,5,43.73
260314,123916100,1395837555871.192,1.6964,0.1078,-8.6783,-0.9739,-1.113,-4.5913,-3.7029,7.6153,-26.8261,15.44,18.98,51.041895,13.796002,124.28,4.69,3.05,3.56,3.18,3,6,5,43.73
260314,123916100,1395837555893.5981,1.5395,0.4903,-9.4922,-0.7652,-5.4956,-4.6608,-3.7042,7.6772,-26.8375,15.44,18.98,51.0419,13.796004,124.28,4.7,3.06,3.57,3.17,3,6,5,43.73
260314,123916200,1395837555920.0798,0.7942,0.1667,-10.2375,-0.626,-3.1304,-4.5217,-3.7256,7.6485,-26.9022,15.83,20.26,51.0419,13.796004,124.28,4.7,3.06,3.57,3.17,3,6,5,43.73
260314,123916200,1395837555935.824,1.5787,0.2059,-8.5508,-0.626,-0.6956,-4.313,-3.7104,7.6436,-26.9952,15.83,20.26,51.0419,13.796004,124.28,4.7,3.06,3.57,3.17,3,6,5,43.73
260314,123916200,1395837555950.9612,1.1178,0.6766,-9.7079,-0.2086,-4.4521,-4.5913,-3.8362,7.4978,-27.098,15.83,20.26,51.0419,13.796004,124.28,4.7,3.06,3.57,3.17,3,6,5,43.73
260314,123916200,1395837555971.227,0.9413,0.3137,-9.6687,0.2086,-2.0869,-4.1739,-3.8612,7.4533,-27.1781,15.83,20.26,51.0419,13.796004,124.28,4.7,3.06,3.57,3.17,3,6,5,43.73
260314,123916200,1395837555994.055,1.3042,0.0098,-9.6785,0.2782,-3.2695,-4.1043,-3.8181,7.4515,-27.2598,15.83,20.26,51.041904,13.796006,124.29,4.69,3.05,3.56,3.16,3,6,5,43.73
260314,123916300,1395837556020.002,1.2061,0.402,-9.757,0.0695,-2.8521,-4.313,-3.7804,7.4708,-27.3386,15.86,20.54,51.041904,13.796006,124.29,4.69,3.05,3.56,3.16,3,6,5,43.73
260314,123916300,1395837556037.748,1.4218,0.4412,-8.7764,-0.0695,-0.9043,-4.313,-3.6857,7.4691,-27.4077,15.86,20.54,51.041904,13.796006,124.29,4.69,3.05,3.56,3.16,3,6,5,43.73
260314,123916300,1395837556050.96,0.9217,0.4608,-9.6197,-0.1391,-3.6173,-4.0347,-3.6493,7.3969,-27.4524,15.86,20.54,51.041904,13.796006,124.29,4.69,3.05,3.56,3.16,3,6,5,43.73
260314,123916300,1395837556071.231,1.0884,0.9021,-9.6589,-0.3478,-2.226,-4.1739,-3.6349,7.3464,-27.4963,15.86,20.54,51.041904,13.796006,124.29,4.69,3.05,3.56,3.16,3,6,5,43.73
260314,123916300,1395837556093.999,1.1865,0.6177,-8.9235,-0.4869,0.0,-4.1739,-3.5597,7.3564,-27.5272,15.86,20.54,51.041908,13.796009,124.29,4.7,3.06,3.57,3.15,3,6,5,43.73
260314,123916400,1395837556119.953,1.6474,0.5687,-9.453,-0.0695,-3.0608,-3.9652,-3.5085,7.5148,-27.5919,15.98,21.16,51.041908,13.796009,124.29,4.7,3.06,3.57,3.15,3,6,5,43.73
260314,123916400,1395837556139.796,0.9904,0.6275,-9.7766,-0.2086,-3.4086,-4.1043,-3.506,7.4357,-27.7305,15.98,21.16,51.041908,13.796009,124.29,4.7,3.06,3.57,3.15,3,6,5,43.73
260314,123916400,1395837556159.081,1.5689,0.706,-9.2372,-0.8347,-0.1391,-3.9652,-3.4533,7.4672,-27.8475,15.98,21.16,51.041908,13.796009,124.29,4.7,3.06,3.57,3.15,3,6,5,43.73
260314,123916400,1395837556171.0151,1.2453,0.3235,-9.9727,-0.626,-2.713,-3.9652,-3.37,7.4187,-27.968,15.98,21.16,51.041908,13.796009,124.29,4.7,3.06,3.57,3.15,3,6,5,43.73
260314,123916400,1395837556194.165,1.0884,0.4314,-9.806,-0.6956,-1.6695,-4.1043,-3.3516,7.3424,-28.089,15.98,21.16,51.041912,13.796011,124.32,4.69,3.05,3.56,3.15,3,6,5,43.73
260314,123916500,1395837556219.996,0.8923,0.7158,-10.0708,-0.9043,-1.4608,-3.9652,-3.3457,7.2511,-28.2009,16.65,23.41,51.041912,13.796011,124.32,4.69,3.05,3.56,3.15,3,6,5,43.73
260314,123916500,1395837556239.927,1.2453,0.402,-9.6589,0.0,-0.9739,-4.1043,-3.3709,7.3264,-28.304,16.65,23.41,51.041912,13.796011,124.32,4.69,3.05,3.56,3.15,3,6,5,43.73
260314,123916500,1395837556259.074,1.6081,0.9511,-9.198,-0.0695,-1.8782,-3.7565,-3.4566,7.381,-28.4007,16.65,23.41,51.041912,13.796011,124.32,4.69,3.05,3.56,3.15,3,6,5,43.73
260314,123916500,1395837556271.281,0.8139,0.6373,-10.4826,0.2086,-3.2695,-3.6173,-3.4312,7.3182,-28.4633,16.65,23.41,51.041912,13.796011,124.32,4.69,3.05,3.56,3.15,3,6,5,43.73
260314,123916500,1395837556294.208,1.4022,0.5001,-9.6099,-0.0695,-0.6956,-3.6869,-3.3256,7.3707,-28.5086,16.65,23.41,51.041917,13.796013,124.34,4.7,3.05,3.56,3.14,3,6,5,43.73
260314,123916600,1395837556320.536,1.6278,0.6864,-9.7472,-0.2782,-2.4347,-3.6869,-3.2651,7.4664,-28.5597,16.79,23.15,51.041917,13.796013,124.34,4.7,3.05,3.56,3.14,3,6,5,43.73
260314,123916600,1395837556340.094,0.8237,0.5491,-10.1492,-0.7652,-1.6695,-3.6869,-3.1477,7.4514,-28.5883,16.79,23.15,51.041917,13.796013,124.34,4.7,3.05,3.56,3.14,3,6,5,43.73
260314,123916600,1395837556351.404,1.2453,0.4804,-10.0413,-0.4869,-2.5739,-3.6173,-3.072,7.5462,-28.6296,16.79,23.15,51.041917,13.796013,124.34,4.7,3.05,3.56,3.14,3,6,5,43.73
260314,123916600,1395837556370.9868,1.4218,0.8727,-10.1688,-0.9043,-2.4347,-3.6173,-3.0277,7.5295,-28.6709,16.79,23.15,51.041917,13.796013,124.34,4.7,3.05,3.56,3.14,3,6,5,43.73
260314,123916600,1395837556393.896,1.2159,0.4216,-10.1786,-0.9043,-0.5565,-3.5478,-2.86,7.4339,-28.7061,16.79,23.15,51.041921,13.796015,124.35,4.69,3.05,3.56,3.13,3,6,5,43.73
260314,123916700,1395837556420.0251,1.5003,0.6471,-10.159,-0.7652,-1.6,-3.6173,-2.833,7.4974,-28.7797,16.66,23.09,51.041921,13.796015,124.35,4.69,3.05,3.56,3.13,3,6,5,43.73
260314,123916700,1395837556439.086,1.2551,0.7648,-9.9727,-0.9739,-2.2956,-3.5478,-2.7992,7.4895,-28.8485,16.66,23.09,51.041921,13.796015,124.35,4.69,3.05,3.56,3.13,3,6,5,43.73
260314,123916700,1395837556451.109,0.8727,0.3726,-10.0708,-1.1826,0.0695,-3.6173,-2.6139,7.4572,-28.8883,16.66,23.09,51.041921,13.796015,124.35,4.69,3.05,3.56,3.13,3,6,5,43.73
260314,123916700,1395837556471.015,1.7748,0.5099,-9.9825,-0.5565,-1.2521,-3.2,-2.5526,7.6034,-28.8806,16.66,23.09,51.041921,13.796015,124.35,4.69,3.05,3.56,3.13,3,6,5,43.73
260314,123916700,1395837556494.048,1.6768,0.9119,-9.9727,-0.2086,-2.2956,-3.0608,-2.604,7.6277,-28.8813,16.66,23.09,51.041925,13.796018,124.38,4.7,3.05,3.57,3.12,3,6,5,43.73
260314,123916800,1395837556520.162,1.1669,0.6766,-9.7276,-0.2086,-0.2086,-3.2,-2.6046,7.69,-28.8749,16.75,23.53,51.041925,13.796018,124.38,4.7,3.05,3.57,3.12,3,6,5,43.75
260314,123916800,1395837556531.374,1.7258,0.6962,-9.6491,0.2086,-2.1565,-2.7826,-2.5672,7.8298,-28.9157,16.75,23.53,51.041925,13.796018,124.38,4.7,3.05,3.57,3.12,3,6,5,43.75
260314,123916800,1395837556551.0261,1.1767,0.8335,-10.6787,0.0695,-2.8521,-2.5739,-2.5972,7.737,-28.9976,16.75,23.53,51.041925,13.796018,124.38,4.7,3.05,3.57,3.12,3,6,5,43.75
260314,123916800,1395837556571.0051,1.3434,0.5393,-9.6589,0.0695,0.9739,-2.7826,-2.5925,7.8184,-29.0642,16.75,23.53,51.041925,13.796018,124.38,4.7,3.05,3.57,3.12,3,6,5,43.75
260314,123916800,1395837556600.999,1.3826,0.3334,-10.208,-0.2782,-3.3391,-2.5739,-2.5145,7.8905,-29.1067,16.75,23.53,51.041929,13.796021,124.4,4.7,3.05,3.56,3.12,3,6,5,43.75
260314,123916900,1395837556619.4749,1.4905,0.8237,-10.2473,-0.5565,-1.9478,-2.5043,-2.5188,7.8896,-29.1238,16.7399,23.68,51.041929,13.796021,124.4,4.7,3.05,3.56,3.12,3,6,5,43.75
260314,123916900,1395837556639.569,1.3532,0.6962,-10.1198,-0.6956,-0.9043,-2.7826,-2.5186,7.9186,-29.1244,16.7399,23.68,51.041929,13.796021,124.4,4.7,3.05,3.56,3.12,3,6,5,43.75
260314,123916900,1395837556659.115,1.4807,0.5589,-10.1688,-0.2782,-2.8521,-2.5739,-2.5024,7.908,-29.1157,16.7399,23.68,51.041929,13.796021,124.4,4.7,3.05,3.56,3.12,3,6,5,43.75
260314,123916900,1395837556671.927,1.2845,0.4903,-10.7082,-0.626,-1.1826,-2.9913,-2.3248,7.9375,-29.0931,16.7399,23.68,51.041929,13.796021,124.4,4.7,3.05,3.56,3.12,3,6,5,43.75
260314,123916900,1395837556695.539,2.1475,0.3432,-9.6197,-1.3217,0.3478,-3.0608,-2.1195,7.9828,-29.0732,16.7399,23.68,51.041933,13.796023,124.41,4.7,3.05,3.57,3.11,3,6,5,43.75
260314,123917000,1395837556719.451,0.8629,0.2647,-10.4042,-1.3217,-3.5478,-2.9217,-1.9856,8.0495,-29.0729,16.82,22.96,51.041933,13.796023,124.41,4.7,3.05,3.57,3.11,3,6,5,43.75
260314,123917000,1395837556732.33,1.2747,0.3432,-9.9629,-1.1826,-0.4869,-2.9913,-1.9238,8.0874,-29.117,16.82,22.96,51.041933,13.796023,124.41,4.7,3.05,3.57,3.11,3,6,5,43.75
260314,123917000,1395837556751.026,1.6278,0.3137,-9.3647,-1.6,-0.1391,-2.9217,-1.8499,8.0688,-29.1827,16.82,22.96,51.041933,13.796023,124.41,4.7,3.05,3.57,3.11,3,6,5,43.75
260314,123917000,1395837556771.303,1.3042,0.1863,-10.1198,-0.9043,-3.826,-2.5043,-1.8446,8.0675,-29.2596,16.82,22.96,51.041933,13.796023,124.41,4.7,3.05,3.57,3.11,3,6,5,43.75
260314,123917000,1395837556796.134,0.8531,0.353,-9.6099,-1.1826,-0.5565,-2.4347,-1.8386,8.0313,-29.3219,16.82,22.96,51.041938,13.796026,124.42,4.69,3.05,3.56,3.1,3,6,5,43.75
260314,123917100,1395837556819.4949,1.5199,0.3334,-8.8058,-0.9043,0.1391,-2.226,-1.8056,8.1515,-29.3437,16.84,23.86,51.041938,13.796026,124.42,4.69,3.05,3.56,3.1,3,6,5,43.75
260314,123917100,1395837556831.074,1.363,0.3137,-9.7962,-0.9739,-3.0608,-1.8086,-1.7775,8.0868,-29.3539,16.84,23.86,51.041938,13.796026,124.42,4.69,3.05,3.56,3.1,3,6,5,43.75
260314,123917100,1395837556851.058,0.9315,0.3726,-9.855,-0.8347,-1.6695,-1.6695,-1.8433,8.1337,-29.3842,16.84,23.86,51.041938,13.796026,124.42,4.69,3.05,3.56,3.1,3,6,5,43.75
260314,123917100,1395837556871.134,1.5689,0.5197,-8.3155,-0.626,1.3913,-1.6,-1.894,8.1908,-29.424,16.84,23.86,51.041938,13.796026,124.42,4.69,3.05,3.56,3.1,3,6,5,43.75
260314,123917100,1395837556896.6938,0.8727,0.1863,-9.3059,-0.4173,-4.2434,-1.1826,-1.9555,8.1573,-29.4968,16.84,23.86,51.041942,13.796029,124.43,4.69,3.05,3.56,3.09,3,6,5,43.75
260314,123917200,1395837556921.21,0.9119,0.6275,-9.5412,-0.0695,-0.7652,-1.2521,-2.0323,8.1769,-29.5553,16.86,23.03,51.041942,13.796029,124.43,4.69,3.05,3.56,3.09,3,6,5,43.75
260314,123917200,1395837556939.466,1.5493,0.7844,-9.2372,0.1391,0.4173,-1.113,-2.178,8.2073,-29.6186,16.86,23.03,51.041942,13.796029,124.43,4.69,3.05,3.56,3.09,3,6,5,43.75
260314,123917200,1395837556959.614,0.5883,0.2451,-10.1394,0.7652,-2.7826,-0.7652,-2.2203,8.1822,-29.6465,16.86,23.03,51.041942,13.796029,124.43,4.69,3.05,3.56,3.09,3,6,5,43.75
260314,123917200,1395837556978.401,1.6278,0.5295,-9.1,0.6956,0.0,-1.113,-2.3517,8.5939,-29.7068,16.86,23.03,51.041942,13.796029,124.43,4.69,3.05,3.56,3.09,3,6,5,43.75
260314,123917200,1395837556997.4302,1.5689,0.353,-9.149,0.3478,-0.9043,-1.1826,-2.1725,8.5856,-29.7068,16.86,23.03,51.041946,13.796032,124.43,4.7,3.05,3.56,3.08,3,6,5,43.75
260314,123917300,1395837557020.458,0.8629,0.2353,-10.11,0.0695,-2.0173,-1.113,-2.0893,8.5742,-29.7036,16.81,23.21,51.041946,13.796032,124.43,4.7,3.05,3.56,3.08,3,6,5,43.75
260314,123917300,1395837557040.1052,1.7945,0.5197,-8.5508,-0.2782,0.9043,-1.3217,-1.9722,8.569,-29.6757,16.81,23.21,51.041946,13.796032,124.43,4.7,3.05,3.56,3.08,3,6,5,43.75
260314,123917300,1395837557059.098,1.2257,0.1274,-8.8254,-0.2086,-2.0869,-1.4608,-1.8222,8.5658,-29.652,16.81,23.21,51.041946,13.796032,124.43,4.7,3.05,3.56,3.08,3,6,5,43.75
260314,123917300,1395837557071.1921,1.2257,-0.0588,-9.3255,-0.8347,-1.113,-1.4608,-1.641,8.5281,-29.628,16.81,23.21,51.041946,13.796032,124.43,4.7,3.05,3.56,3.08,3,6,5,43.75
260314,123917300,1395837557094.347,1.4709,-0.2157,-8.7077,-0.8347,-1.3217,-1.6695,-1.5406,8.5566,-29.6324,16.81,23.21,51.041951,13.796035,124.45,4.7,3.05,3.57,3.07,3,6,5,43.75
260314,123917400,1395837557120.097,1.6768,-0.0882,-9.3353,-0.9043,-3.4782,-1.5304,-1.3606,8.5028,-29.6218,16.78,23.59,51.041951,13.796035,124.45,4.7,3.05,3.57,3.07,3,6,5,43.75
260314,123917400,1395837557139.587,1.5101,-0.049,-9.3745,-0.9739,-1.2521,-1.5304,-1.2622,8.4465,-29.6295,16.78,23.59,51.041951,13.796035,124.45,4.7,3.05,3.57,3.07,3,6,5,43.75
260314,123917400,1395837557159.077,1.9023,-0.1372,-9.1098,-0.626,-2.5043,-1.3913,-1.2076,8.4996,-29.6551,16.78,23.59,51.041951,13.796035,124.45,4.7,3.05,3.57,3.07,3,6,5,43.75
260314,123917400,1395837557171.405,1.9514,-0.3628,-9.6785,-0.9739,-3.8956,-1.2521,-1.0503,8.4884,-29.6746,16.78,23.59,51.041951,13.796035,124.45,4.7,3.05,3.57,3.07,3,6,5,43.75
260314,123917400,1395837557193.039,1.6179,-0.4216,-9.2078,-1.6,-1.8782,-1.1826,-0.9467,8.4502,-29.7035,16.78,23.59,51.041955,13.796038,124.45,4.7,3.05,3.57,3.07,3,6,5,43.75
260314,123917500,1395837557220.0872,2.1083,0.2647,-8.7469,-1.6,-2.5043,-1.1826,-0.9524,8.4458,-29.7409,16.78,23.3,51.041955,13.796038,124.45,4.7,3.05,3.57,3.07,3,6,5,43.75
260314,123917500,1395837557239.5698,1.6376,0.1568,-9.7079,-1.7391,-3.4782,-1.1826,-0.9459,8.5042,-29.756,16.78,23.3,51.041955,13.796038,124.45,4.7,3.05,3.57,3.07,3,6,5,43.75
260314,123917500,1395837557251.2878,1.8729,-0.0588,-9.2372,-1.8086,-0.5565,-1.113,-0.966,8.491,-29.7737,16.78,23.3,51.041955,13.796038,124.45,4.7,3.05,3.57,3.07,3,6,5,43.75
260314,123917500,1395837557271.083,1.5297,0.1863,-9.3843,-1.7391,-5.2173,-0.9739,-1.0611,8.7129,-29.8022,16.78,23.3,51.041955,13.796038,124.45,4.7,3.05,3.57,3.07,3,6,5,43.75
260314,123917500,1395837557292.236,1.7748,0.3628,-9.3451,-1.4608,-2.5739,-1.0434,-1.9384,9.7566,-30.0634,16.78,23.3,51.041959,13.796042,124.45,4.7,3.05,3.57,3.06,3,6,5,43.75
260314,123917600,1395837557320.102,1.9121,0.4706,-8.894,-1.2521,-2.0173,-1.113,-2.0585,9.7605,-30.1349,16.7399,23.3299,51.041959,13.796042,124.47,4.7,3.05,3.57,3.06,3,6,5,43.75
260314,123917600,1395837557331.371,1.3728,0.353,-9.3647,-0.4869,-5.4956,-1.0434,-2.2139,9.8629,-30.2115,16.7399,23.3299,51.041959,13.796042,124.47,4.7,3.05,3.57,3.06,3,6,5,43.75
260314,123917600,1395837557351.1309,1.6572,0.5197,-9.8648,-0.9043,-2.9913,-0.9739,-2.2403,9.9359,-30.2609,16.7399,23.3299,51.041959,13.796042,124.47,4.7,3.05,3.57,3.06,3,6,5,43.75
260314,123917600,1395837557371.379,1.4807,-0.0882,-9.5608,-1.113,-1.2521,-0.9739,-1.3407,9.3279,-30.2339,16.7399,23.3299,51.041959,13.796042,124.47,4.7,3.05,3.57,3.06,3,6,5,43.75
260314,123917600,1395837557392.25,1.3434,0.3432,-9.6883,-0.9043,-4.5913,-0.9043,-2.243,10.0981,-30.5672,16.7399,23.3299,51.041964,13.796045,124.47,4.7,3.05,3.57,3.06,3,6,5,43.75
260314,123917700,1395837557420.651,1.7454,0.3432,-10.0119,-0.9043,-4.1739,-1.1826,-2.5951,9.884,-30.602,16.75,23.34,51.041964,13.796045,124.45,4.7,3.05,3.57,3.06,3,6,5,43.75
260314,123917700,1395837557432.017,1.8141,0.0098,-9.7668,-0.5565,-3.0608,-0.9043,-3.1014,11.1174,-30.5844,16.75,23.34,51.041964,13.796045,124.45,4.7,3.05,3.57,3.06,3,6,5,43.75
260314,123917700,1395837557451.332,1.9514,0.5295,-9.9727,-0.6956,-5.6347,-0.7652,-2.661,11.795,-30.4995,16.75,23.34,51.041964,13.796045,124.45,4.7,3.05,3.57,3.06,3,6,5,43.75
260314,123917700,1395837557471.0989,1.4218,-0.0882,-10.0119,-0.3478,-4.1739,-0.6956,-2.1153,10.0693,-30.4125,16.75,23.34,51.041964,13.796045,124.45,4.7,3.05,3.57,3.06,3,6,5,43.75
260314,123917700,1395837557492.254,1.5395,0.3726,-9.5707,-0.3478,-4.7304,-0.8347,-1.9982,10.3433,-30.209,16.75,23.34,51.041968,13.796048,124.45,4.7,3.05,3.57,3.05,3,6,5,43.75
260314,123917800,1395837557519.485,2.373,0.1568,-9.4922,-0.2782,-5.3565,-0.9043,-1.4554,11.1242,-29.9874,16.7399,23.65,51.041968,13.796048,124.47,4.7,3.05,3.57,3.05,3,6,5,43.75
260314,123917800,1395837557539.0862,1.9121,0.0,-9.8844,-0.6956,-2.8521,-1.0434,-0.6182,10.922,-30.052,16.7399,23.65,51.041968,13.796048,124.47,4.7,3.05,3.57,3.05,3,6,5,43.75
260314,123917800,1395837557551.381,2.9614,0.4314,-8.9431,-1.1826,-0.4869,-1.6,-0.6351,10.8464,-30.1058,16.7399,23.65,51.041968,13.796048,124.47,4.7,3.05,3.57,3.05,3,6,5,43.75
260314,123917800,1395837557571.089,2.3436,0.6275,-8.9921,-1.3913,-1.7391,-1.6695,-0.7102,10.744,-30.2296,16.7399,23.65,51.041968,13.796048,124.47,4.7,3.05,3.57,3.05,3,6,5,43.75
260314,123917800,1395837557592.4849,2.0494,0.6373,-9.3451,-1.5304,-0.0695,-1.7391,-0.8155,10.6784,-30.3721,16.7399,23.65,51.041972,13.796051,124.47,4.69,3.05,3.56,3.04,3,6,5,43.75
260314,123917900,1395837557613.342,1.7062,0.4706,-9.7177,-1.9478,-1.9478,-1.8086,-0.8513,10.5647,-30.4977,16.78,23.59,51.041972,13.796051,124.49,4.69,3.05,3.56,3.04,3,6,5,43.75
260314,123917900,1395837557631.44,1.6964,-0.0784,-10.2963,-1.9478,-2.0173,-1.6,-0.885,10.4925,-30.618,16.78,23.59,51.041972,13.796051,124.49,4.69,3.05,3.56,3.04,3,6,5,43.75
260314,123917900,1395837557651.712,1.5493,-0.1961,-9.4922,-1.113,-2.5043,-1.3217,-1.0558,10.6356,-30.7559,16.78,23.59,51.041972,13.796051,124.49,4.69,3.05,3.56,3.04,3,6,5,43.75
260314,123917900,1395837557672.543,2.3632,0.0,-9.551,-1.2521,-3.3391,-1.0434,-1.2009,10.7392,-30.863,16.78,23.59,51.041972,13.796051,124.49,4.69,3.05,3.56,3.04,3,6,5,43.75
260314,123917900,1395837557692.2778,2.0984,0.2647,-9.5805,-1.0434,-3.3391,-0.9739,-1.2857,10.8199,-30.9594,16.78,23.59,51.041977,13.796054,124.49,4.7,3.05,3.56,3.03,3,6,5,43.75
260314,123918000,1395837557713.165,1.716,0.3824,-9.3255,-1.4608,-2.226,-1.113,-1.9666,10.1059,-31.237,16.8,23.36,51.041977,13.796054,124.5,4.7,3.05,3.56,3.03,3,6,5,43.75
260314,123918000,1395837557731.261,2.275,0.7648,-9.0313,-1.1826,-2.0173,-1.1826,-1.8699,10.0209,-31.1933,16.8,23.36,51.041977,13.796054,124.5,4.7,3.05,3.56,3.03,3,6,5,43.75
260314,123918000,1395837557758.594,1.6964,0.049,-9.5118,-0.9739,-2.7826,-1.113,-1.8188,10.0678,-31.188,16.8,23.36,51.041977,13.796054,124.5,4.7,3.05,3.56,3.03,3,6,5,43.75
260314,123918000,1395837557771.133,2.0984,0.2157,-8.7469,-1.3217,-0.2782,-1.1826,-1.7301,10.1469,-31.19,16.8,23.36,51.041977,13.796054,124.5,4.7,3.05,3.56,3.03,3,6,5,43.75
260314,123918000,1395837557792.286,2.1965,0.7942,-9.6393,-1.5304,-2.8521,-1.4608,-1.8329,10.1601,-31.2261,16.8,23.36,51.041981,13.796058,124.5,4.7,3.05,3.56,3.02,3,6,5,43.75
260314,123918100,1395837557819.063,1.7356,0.5981,-9.7276,-1.0434,-1.1826,-1.3913,-1.9282,10.212,-31.2559,16.78,24.7,51.041981,13.796058,124.49,4.7,3.05,3.56,3.02,3,6,5,43.75
260314,123918100,1395837557831.1829,2.1279,0.2451,-9.1784,-0.4173,-0.6956,-1.3913,-1.9346,10.307,-31.2691,16.78,24.7,51.041981,13.796058,124.49,4.7,3.05,3.56,3.02,3,6,5,43.75
260314,123918100,1395837557851.157,1.7454,0.402,-9.1294,-0.6956,-1.6695,-1.3913,-1.8367,10.3133,-31.2825,16.78,24.7,51.041981,13.796058,124.49,4.7,3.05,3.56,3.02,3,6,5,43.75
260314,123918100,1395837557871.277,1.059,0.3726,-9.6785,-0.9043,-3.3391,-1.0434,-1.8834,10.2205,-31.3144,16.78,24.7,51.041981,13.796058,124.49,4.7,3.05,3.56,3.02,3,6,5,43.75
260314,123918100,1395837557899.14,1.2943,-0.1667,-9.7766,-0.9043,-0.7652,-1.3217,-1.7828,9.9617,-31.3206,16.78,24.7,51.041985,13.796061,124.49,4.69,3.05,3.56,3.02,3,6,5,43.75
260314,123918200,1395837557920.443,1.6081,0.0294,-9.2078,-0.8347,-2.5043,-1.1826,-1.7202,10.1328,-31.3834,16.81,24.8299,51.041985,13.796061,124.5,4.69,3.05,3.56,3.02,3,6,5,43.75
260314,123918200,1395837557939.5051,1.6572,-0.1568,-10.1002,-1.2521,-3.4086,-1.0434,-1.6316,9.8577,-31.4265,16.81,24.8299,51.041985,13.796061,124.5,4.69,3.05,3.56,3.02,3,6,5,43.75
260314,123918200,1395837557954.303,1.5591,0.1568,-9.5216,-1.6,-2.713,-1.3217,-1.5417,9.8221,-31.4894,16.81,24.8299,51.041985,13.796061,124.5,4.69,3.05,3.56,3.02,3,6,5,43.75
260314,123918200,1395837557971.453,0.7158,0.2353,-9.5608,-2.2956,-3.7565,-1.3217,-1.5004,9.4913,-31.5272,16.81,24.8299,51.041985,13.796061,124.5,4.69,3.05,3.56,3.02,3,6,5,43.75
260314,123918200,1395837557999.1292,0.5491,-0.1372,-10.2179,-2.0173,-3.7565,-1.3913,-1.4482,9.1717,-31.5607,16.81,24.8299,51.041989,13.796064,124.5,4.7,3.05,3.57,3.01,3,6,5,43.75
260314,123918300,1395837558021.116,1.6278,0.2745,-10.4826,-2.0869,-2.9913,-1.4608,-1.4738,8.9743,-31.6121,16.8299,25.39,51.041989,13.796064,124.51,4.7,3.05,3.57,3.01,3,6,5,43.75
260314,123918300,1395837558039.5479,0.2647,-0.098,-10.7768,-1.8782,-3.2,-1.3913,-1.3971,8.7396,-31.6387,16.8299,25.39,51.041989,13.796064,124.51,4.7,3.05,3.57,3.01,3,6,5,43.75
260314,123918300,1395837558058.148,1.2257,0.3726,-9.1,-1.6695,-2.6434,-1.113,-1.4275,8.7437,-31.6435,16.8299,25.39,51.041989,13.796064,124.51,4.7,3.05,3.57,3.01,3,6,5,43.75
260314,123918300,1395837558071.1628,0.6766,0.3432,-9.3255,-1.7391,-3.2695,-1.5304,-1.4442,8.442,-31.6485,16.8299,25.39,51.041989,13.796064,124.51,4.7,3.05,3.57,3.01,3,6,5,43.75
260314,123918300,1395837558098.4521,0.2353,0.3922,-9.7864,-1.6695,-4.8,-1.113,-1.3938,8.1654,-31.6242,16.8299,25.39,51.041994,13.796067,124.51,4.69,3.05,3.56,3.0,3,6,5,43.75
260314,123918400,1395837558113.79,1.9612,0.4804,-9.9629,-1.3913,-2.9913,-1.1826,-1.4831,7.966,-31.6712,16.81,24.81,51.041994,13.796067,124.52,4.69,3.05,3.56,3.0,3,6,5,43.75
260314,123918400,1395837558131.325,0.5785,0.4216,-9.9237,-1.7391,-2.713,-1.3217,-1.5726,7.6789,-31.7405,16.81,24.81,51.041994,13.796067,124.52,4.69,3.05,3.56,3.0,3,6,5,43.75
260314,123918400,1395837558151.19,0.7844,0.451,-9.2569,-1.8782,-1.4608,-1.6,-1.5248,7.4412,-31.797,16.81,24.81,51.041994,13.796067,124.52,4.69,3.05,3.56,3.0,3,6,5,43.75
260314,123918400,1395837558171.217,0.3922,0.3235,-8.6195,-1.8086,-0.9739,-1.5304,-1.6054,7.1209,-31.8454,16.81,24.81,51.041994,13.796067,124.52,4.69,3.05,3.56,3.0,3,6,5,43.75
260314,123918400,1395837558195.921,-0.0294,0.3726,-9.9727,-1.3913,-3.6173,-1.3217,-1.6592,6.9746,-31.8103,16.81,24.81,51.041998,13.79607,124.52,2.53,2.34,0.96,3.0,3,6,5,43.75
260314,123918500,1395837558220.471,0.9511,0.2647,-9.8354,-1.3913,-1.113,-1.2521,-1.6254,6.7758,-31.7604,16.82,24.62,51.041998,13.79607,124.51,2.53,2.34,0.96,3.0,3,6,5,43.75
260314,123918500,1395837558240.0962,-0.0588,0.147,-9.7177,-1.3913,-2.713,-1.3913,-1.6435,6.5327,-31.7399,16.82,24.62,51.041998,13.79607,124.51,2.53,2.34,0.96,3.0,3,6,5,43.75
